attempt,expert_prediction,prediction,score,shorttext
17,physics,mathematics,,atomic molecular and optical physics
17,physics,mathematics,,condensed matter
17,theology,mathematics,,eschatology
17,theology,mathematics,,prayer
17,theology,mathematics,,anthropology
18,mathematics,mathematics,,algebra
18,mathematics,mathematics,,numerical analysis
18,mathematics,mathematics,,probability
18,physics,mathematics,,functional field
18,physics,mathematics,,renormalization
18,physics,mathematics,,quantum field theory
18,theology,mathematics,,Holy Trinity
18,theology,mathematics,,Christology
18,theology,mathematics,,divine providence
19,mathematics,mathematics,,algebra
19,mathematics,mathematics,,numerical analysis
19,mathematics,mathematics,,probability
19,physics,mathematics,,functional field
19,physics,mathematics,,renormalization
19,physics,mathematics,,quantum field theory
19,theology,mathematics,,Holy Trinity
19,theology,mathematics,,Christology
19,theology,mathematics,,divine providence
20,mathematics,mathematics,,algebra
20,mathematics,mathematics,,numerical analysis
20,mathematics,mathematics,,probability
20,physics,mathematics,,functional field
20,physics,mathematics,,renormalization
20,physics,mathematics,,quantum field theory
20,theology,mathematics,,Holy Trinity
20,theology,mathematics,,Christology
20,theology,mathematics,,divine providence
21,mathematics,mathematics,0.844204286053,topology
21,mathematics,mathematics,0.892154928251,linear algebra
21,mathematics,physics,0.876963106949,statistical optimization
21,physics,physics,0.861733334159,spontaneous symmetry breaking
21,physics,mathematics,0.817544062053,astrophysics
21,physics,physics,0.877557864819,classical mechanics
21,theology,mathematics,,pneumatology
21,theology,theology,0.696486755275,scripture
21,theology,theology,0.864297445956,scholasticism
22,mathematics,physics,0.735730702106,topology
22,mathematics,physics,0.881607352241,linear algebra
22,mathematics,physics,0.753323770147,statistical optimization
22,physics,theology,0.912524010243,spontaneous symmetry breaking
22,physics,mathematics,0.93634330074,astrophysics
22,physics,theology,0.787317544873,classical mechanics
22,theology,mathematics,,pneumatology
22,theology,theology,0.950462071102,scripture
22,theology,theology,0.961240355714,scholasticism
23,mathematics,mathematics,0.890651209696,topology
23,mathematics,mathematics,0.894709568561,linear algebra
23,mathematics,theology,0.905198847169,statistical optimization
23,physics,theology,0.616433263463,spontaneous symmetry breaking
23,physics,physics,0.808943473118,astrophysics
23,physics,physics,0.828656668274,classical mechanics
23,theology,mathematics,,pneumatology
23,theology,theology,0.979168700594,scripture
23,theology,theology,0.932212457947,scholasticism
24,mathematics,mathematics,,stochastic calculus
24,mathematics,mathematics,,statistics
24,mathematics,mathematics,,functional field
24,physics,mathematics,,statistical mechanics
24,physics,mathematics,,quantum chaos
24,physics,mathematics,,particle physics
24,theology,mathematics,,eucharist
24,theology,mathematics,,divine degree
24,theology,mathematics,,predestination
25,mathematics,mathematics,,stochastic calculus
25,mathematics,mathematics,,statistics
25,mathematics,mathematics,,functional field
25,physics,mathematics,,statistical mechanics
25,physics,mathematics,,quantum chaos
25,physics,mathematics,,particle physics
25,theology,mathematics,,eucharist
25,theology,mathematics,,divine degree
25,theology,mathematics,,predestination
26,mathematics,mathematics,,stochastic calculus
26,mathematics,mathematics,,statistics
26,mathematics,mathematics,,functional field
26,physics,mathematics,,statistical mechanics
26,physics,mathematics,,quantum chaos
26,physics,mathematics,,particle physics
26,theology,mathematics,,eucharist
26,theology,mathematics,,divine degree
26,theology,mathematics,,predestination
27,mathematics,mathematics,,differential geometry
27,mathematics,mathematics,,complex analysis
27,mathematics,mathematics,,differential equation
27,physics,mathematics,,topological solitons
27,physics,mathematics,,electrodynamics
27,physics,mathematics,,quantum mechanics
27,theology,mathematics,,creedal confessionalism
27,theology,mathematics,,soteriology
27,theology,mathematics,,ecclesiology
28,mathematics,mathematics,,differential geometry
28,mathematics,mathematics,,complex analysis
28,mathematics,mathematics,,differential equation
28,physics,mathematics,,topological solitons
28,physics,mathematics,,electrodynamics
28,physics,mathematics,,quantum mechanics
28,theology,mathematics,,creedal confessionalism
28,theology,mathematics,,soteriology
28,theology,mathematics,,ecclesiology
29,mathematics,mathematics,,differential geometry
29,mathematics,mathematics,,complex analysis
29,mathematics,mathematics,,differential equation
29,physics,mathematics,,topological solitons
29,physics,mathematics,,electrodynamics
29,physics,mathematics,,quantum mechanics
29,theology,mathematics,,creedal confessionalism
29,theology,mathematics,,soteriology
29,theology,mathematics,,ecclesiology
30,mathematics,mathematics,,functional field
30,mathematics,mathematics,,differential equation
30,mathematics,mathematics,,numerical analysis
30,physics,mathematics,,renormalization
30,physics,mathematics,,electrodynamics
30,physics,mathematics,,quantum field theory
30,theology,mathematics,,scholasticism
30,theology,mathematics,,creedal confessionalism
30,theology,mathematics,,anthropology
31,mathematics,mathematics,,functional field
31,mathematics,mathematics,,differential equation
31,mathematics,mathematics,,numerical analysis
31,physics,mathematics,,renormalization
31,physics,mathematics,,electrodynamics
31,physics,mathematics,,quantum field theory
31,theology,mathematics,,scholasticism
31,theology,mathematics,,creedal confessionalism
31,theology,mathematics,,anthropology
32,mathematics,mathematics,,functional field
32,mathematics,mathematics,,differential equation
32,mathematics,mathematics,,numerical analysis
32,physics,mathematics,,renormalization
32,physics,mathematics,,electrodynamics
32,physics,mathematics,,quantum field theory
32,theology,mathematics,,scholasticism
32,theology,mathematics,,creedal confessionalism
32,theology,mathematics,,anthropology
33,mathematics,mathematics,,probability
33,mathematics,mathematics,,algebra
33,mathematics,mathematics,,statistical optimization
33,physics,mathematics,,topological solitons
33,physics,mathematics,,statistical mechanics
33,physics,mathematics,,particle physics
33,theology,mathematics,,predestination
33,theology,mathematics,,prayer
33,theology,mathematics,,Holy Trinity
34,mathematics,mathematics,,probability
34,mathematics,mathematics,,algebra
34,mathematics,mathematics,,statistical optimization
34,physics,mathematics,,topological solitons
34,physics,mathematics,,statistical mechanics
34,physics,mathematics,,particle physics
34,theology,mathematics,,predestination
34,theology,mathematics,,prayer
34,theology,mathematics,,Holy Trinity
35,mathematics,mathematics,,probability
35,mathematics,mathematics,,algebra
35,mathematics,mathematics,,statistical optimization
35,physics,mathematics,,topological solitons
35,physics,mathematics,,statistical mechanics
35,physics,mathematics,,particle physics
35,theology,mathematics,,predestination
35,theology,mathematics,,prayer
35,theology,mathematics,,Holy Trinity
36,mathematics,mathematics,,stochastic calculus
36,mathematics,mathematics,,calculus
36,mathematics,mathematics,,differential geometry
36,physics,mathematics,,quantum chaos
36,physics,mathematics,,spontaneous symmetry breaking
36,physics,mathematics,,quantum mechanics
36,theology,mathematics,,Christology
36,theology,mathematics,,eschatology
36,theology,mathematics,,divine providence
37,mathematics,mathematics,,stochastic calculus
37,mathematics,mathematics,,calculus
37,mathematics,mathematics,,differential geometry
37,physics,mathematics,,quantum chaos
37,physics,mathematics,,spontaneous symmetry breaking
37,physics,mathematics,,quantum mechanics
37,theology,mathematics,,Christology
37,theology,mathematics,,eschatology
37,theology,mathematics,,divine providence
38,mathematics,mathematics,,stochastic calculus
38,mathematics,mathematics,,calculus
38,mathematics,mathematics,,differential geometry
38,physics,mathematics,,quantum chaos
38,physics,mathematics,,spontaneous symmetry breaking
38,physics,mathematics,,quantum mechanics
38,theology,mathematics,,Christology
38,theology,mathematics,,eschatology
38,theology,mathematics,,divine providence
39,mathematics,mathematics,,topology
39,mathematics,mathematics,,linear algebra
39,mathematics,mathematics,,real analysis
39,physics,mathematics,,path integral
39,physics,mathematics,,functional field
39,physics,mathematics,,atomic molecular and optical physics
39,theology,mathematics,,soteriology
39,theology,mathematics,,divine degree
39,theology,mathematics,,ecclesiology
40,mathematics,mathematics,,topology
40,mathematics,mathematics,,linear algebra
40,mathematics,mathematics,,real analysis
40,physics,mathematics,,path integral
40,physics,mathematics,,functional field
40,physics,mathematics,,atomic molecular and optical physics
40,theology,mathematics,,soteriology
40,theology,mathematics,,divine degree
40,theology,mathematics,,ecclesiology
41,mathematics,mathematics,,topology
41,mathematics,mathematics,,linear algebra
41,mathematics,mathematics,,real analysis
41,physics,mathematics,,path integral
41,physics,mathematics,,functional field
41,physics,mathematics,,atomic molecular and optical physics
41,theology,mathematics,,soteriology
41,theology,mathematics,,divine degree
41,theology,mathematics,,ecclesiology
42,mathematics,mathematics,0.964389732,variational calculus
42,mathematics,mathematics,0.822644038628,complex analysis
42,mathematics,mathematics,0.627958071611,statistics
42,physics,physics,0.821292078645,astrophysics
42,physics,theology,0.855459816665,condensed matter
42,physics,mathematics,0.798460132314,classical mechanics
42,theology,theology,0.805258813424,scripture
42,theology,theology,0.543144384475,eucharist
42,theology,mathematics,,pneumatology
43,mathematics,theology,0.959866594462,variational calculus
43,mathematics,physics,0.953103481773,complex analysis
43,mathematics,physics,0.411595532496,statistics
43,physics,physics,0.855806814106,astrophysics
43,physics,mathematics,0.528075672546,condensed matter
43,physics,mathematics,0.804469694982,classical mechanics
43,theology,theology,0.803001728364,scripture
43,theology,physics,0.753750796686,eucharist
43,theology,mathematics,,pneumatology
44,mathematics,mathematics,0.914217518265,variational calculus
44,mathematics,theology,0.760965119671,complex analysis
44,mathematics,theology,0.638858495795,statistics
44,physics,physics,0.848819433865,astrophysics
44,physics,mathematics,0.629450596388,condensed matter
44,physics,theology,0.903722635485,classical mechanics
44,theology,theology,0.838719778769,scripture
44,theology,theology,0.77808723613,eucharist
44,theology,mathematics,,pneumatology
45,mathematics,mathematics,0.886668635363,linear algebra
45,mathematics,mathematics,0.778804248224,real analysis
45,mathematics,mathematics,0.874301966097,numerical analysis
45,physics,theology,0.946704856667,classical mechanics
45,physics,physics,0.830572410237,astrophysics
45,physics,physics,0.881563744909,quantum chaos
45,theology,theology,0.895876599372,soteriology
45,theology,mathematics,,pneumatology
45,theology,physics,0.77470847786,prayer
46,mathematics,mathematics,0.976543679043,linear algebra
46,mathematics,mathematics,0.979410200574,real analysis
46,mathematics,physics,0.97157251578,numerical analysis
46,physics,physics,0.91005490867,classical mechanics
46,physics,theology,0.95491991897,astrophysics
46,physics,physics,0.938546315744,quantum chaos
46,theology,physics,0.992531182788,soteriology
46,theology,mathematics,,pneumatology
46,theology,physics,0.676507154932,prayer
47,mathematics,mathematics,0.934445221665,linear algebra
47,mathematics,mathematics,0.915321385135,real analysis
47,mathematics,mathematics,0.943531205889,numerical analysis
47,physics,physics,0.88032329232,classical mechanics
47,physics,physics,0.950363029878,astrophysics
47,physics,physics,0.916471257464,quantum chaos
47,theology,theology,0.931035078083,soteriology
47,theology,mathematics,,pneumatology
47,theology,physics,0.783614435853,prayer
48,mathematics,mathematics,,differential geometry
48,mathematics,mathematics,,topology
48,mathematics,mathematics,,differential equation
48,physics,mathematics,,electrodynamics
48,physics,mathematics,,path integral
48,physics,mathematics,,condensed matter
48,theology,mathematics,,scholasticism
48,theology,mathematics,,divine degree
48,theology,mathematics,,predestination
49,mathematics,mathematics,,differential geometry
49,mathematics,mathematics,,topology
49,mathematics,mathematics,,differential equation
49,physics,mathematics,,electrodynamics
49,physics,mathematics,,path integral
49,physics,mathematics,,condensed matter
49,theology,mathematics,,scholasticism
49,theology,mathematics,,divine degree
49,theology,mathematics,,predestination
50,mathematics,mathematics,,differential geometry
50,mathematics,mathematics,,topology
50,mathematics,mathematics,,differential equation
50,physics,mathematics,,electrodynamics
50,physics,mathematics,,path integral
50,physics,mathematics,,condensed matter
50,theology,mathematics,,scholasticism
50,theology,mathematics,,divine degree
50,theology,mathematics,,predestination
51,mathematics,mathematics,,functional field
51,mathematics,mathematics,,statistics
51,mathematics,mathematics,,probability
51,physics,mathematics,,spontaneous symmetry breaking
51,physics,mathematics,,particle physics
51,physics,mathematics,,functional field
51,theology,mathematics,,eschatology
51,theology,mathematics,,divine providence
51,theology,mathematics,,scripture
52,mathematics,mathematics,,functional field
52,mathematics,mathematics,,statistics
52,mathematics,mathematics,,probability
52,physics,mathematics,,spontaneous symmetry breaking
52,physics,mathematics,,particle physics
52,physics,mathematics,,functional field
52,theology,mathematics,,eschatology
52,theology,mathematics,,divine providence
52,theology,mathematics,,scripture
53,mathematics,mathematics,,functional field
53,mathematics,mathematics,,statistics
53,mathematics,mathematics,,probability
53,physics,mathematics,,spontaneous symmetry breaking
53,physics,mathematics,,particle physics
53,physics,mathematics,,functional field
53,theology,mathematics,,eschatology
53,theology,mathematics,,divine providence
53,theology,mathematics,,scripture
54,mathematics,mathematics,,algebra
54,mathematics,mathematics,,variational calculus
54,mathematics,mathematics,,stochastic calculus
54,physics,mathematics,,quantum mechanics
54,physics,mathematics,,quantum field theory
54,physics,mathematics,,topological solitons
54,theology,mathematics,,ecclesiology
54,theology,mathematics,,creedal confessionalism
54,theology,mathematics,,eucharist
55,mathematics,mathematics,,algebra
55,mathematics,mathematics,,variational calculus
55,mathematics,mathematics,,stochastic calculus
55,physics,mathematics,,quantum mechanics
55,physics,mathematics,,quantum field theory
55,physics,mathematics,,topological solitons
55,theology,mathematics,,ecclesiology
55,theology,mathematics,,creedal confessionalism
55,theology,mathematics,,eucharist
56,mathematics,mathematics,,algebra
56,mathematics,mathematics,,variational calculus
56,mathematics,mathematics,,stochastic calculus
56,physics,mathematics,,quantum mechanics
56,physics,mathematics,,quantum field theory
56,physics,mathematics,,topological solitons
56,theology,mathematics,,ecclesiology
56,theology,mathematics,,creedal confessionalism
56,theology,mathematics,,eucharist
57,mathematics,mathematics,,calculus
57,mathematics,mathematics,,statistical optimization
57,mathematics,mathematics,,complex analysis
57,physics,mathematics,,atomic molecular and optical physics
57,physics,mathematics,,renormalization
57,physics,mathematics,,statistical mechanics
57,theology,mathematics,,Holy Trinity
57,theology,mathematics,,anthropology
57,theology,mathematics,,Christology
58,mathematics,mathematics,,calculus
58,mathematics,mathematics,,statistical optimization
58,mathematics,mathematics,,complex analysis
58,physics,mathematics,,atomic molecular and optical physics
58,physics,mathematics,,renormalization
58,physics,mathematics,,statistical mechanics
58,theology,mathematics,,Holy Trinity
58,theology,mathematics,,anthropology
58,theology,mathematics,,Christology
59,mathematics,mathematics,,calculus
59,mathematics,mathematics,,statistical optimization
59,mathematics,mathematics,,complex analysis
59,physics,mathematics,,atomic molecular and optical physics
59,physics,mathematics,,renormalization
59,physics,mathematics,,statistical mechanics
59,theology,mathematics,,Holy Trinity
59,theology,mathematics,,anthropology
59,theology,mathematics,,Christology
60,mathematics,mathematics,,topology
60,mathematics,mathematics,,complex analysis
60,mathematics,mathematics,,linear algebra
60,physics,mathematics,,classical mechanics
60,physics,mathematics,,topological solitons
60,physics,mathematics,,electrodynamics
60,theology,mathematics,,prayer
60,theology,mathematics,,scholasticism
60,theology,mathematics,,creedal confessionalism
61,mathematics,mathematics,,topology
61,mathematics,mathematics,,complex analysis
61,mathematics,mathematics,,linear algebra
61,physics,mathematics,,classical mechanics
61,physics,mathematics,,topological solitons
61,physics,mathematics,,electrodynamics
61,theology,mathematics,,prayer
61,theology,mathematics,,scholasticism
61,theology,mathematics,,creedal confessionalism
62,mathematics,mathematics,,topology
62,mathematics,mathematics,,complex analysis
62,mathematics,mathematics,,linear algebra
62,physics,mathematics,,classical mechanics
62,physics,mathematics,,topological solitons
62,physics,mathematics,,electrodynamics
62,theology,mathematics,,prayer
62,theology,mathematics,,scholasticism
62,theology,mathematics,,creedal confessionalism
63,mathematics,mathematics,,stochastic calculus
63,mathematics,mathematics,,calculus
63,mathematics,mathematics,,differential equation
63,physics,mathematics,,quantum chaos
63,physics,mathematics,,renormalization
63,physics,mathematics,,statistical mechanics
63,theology,mathematics,,soteriology
63,theology,mathematics,,scripture
63,theology,mathematics,,Holy Trinity
64,mathematics,mathematics,,stochastic calculus
64,mathematics,mathematics,,calculus
64,mathematics,mathematics,,differential equation
64,physics,mathematics,,quantum chaos
64,physics,mathematics,,renormalization
64,physics,mathematics,,statistical mechanics
64,theology,mathematics,,soteriology
64,theology,mathematics,,scripture
64,theology,mathematics,,Holy Trinity
65,mathematics,mathematics,,stochastic calculus
65,mathematics,mathematics,,calculus
65,mathematics,mathematics,,differential equation
65,physics,mathematics,,quantum chaos
65,physics,mathematics,,renormalization
65,physics,mathematics,,statistical mechanics
65,theology,mathematics,,soteriology
65,theology,mathematics,,scripture
65,theology,mathematics,,Holy Trinity
66,mathematics,mathematics,,functional field
66,mathematics,mathematics,,statistics
66,mathematics,mathematics,,statistical optimization
66,physics,mathematics,,spontaneous symmetry breaking
66,physics,mathematics,,astrophysics
66,physics,mathematics,,condensed matter
66,theology,mathematics,,anthropology
66,theology,mathematics,,divine degree
66,theology,mathematics,,Christology
67,mathematics,mathematics,,functional field
67,mathematics,mathematics,,statistics
67,mathematics,mathematics,,statistical optimization
67,physics,mathematics,,spontaneous symmetry breaking
67,physics,mathematics,,astrophysics
67,physics,mathematics,,condensed matter
67,theology,mathematics,,anthropology
67,theology,mathematics,,divine degree
67,theology,mathematics,,Christology
68,mathematics,mathematics,,functional field
68,mathematics,mathematics,,statistics
68,mathematics,mathematics,,statistical optimization
68,physics,mathematics,,spontaneous symmetry breaking
68,physics,mathematics,,astrophysics
68,physics,mathematics,,condensed matter
68,theology,mathematics,,anthropology
68,theology,mathematics,,divine degree
68,theology,mathematics,,Christology
69,mathematics,theology,0.561672113782,probability
69,mathematics,theology,0.933113496662,variational calculus
69,mathematics,theology,0.918454778219,numerical analysis
69,physics,mathematics,0.975764539292,quantum field theory
69,physics,mathematics,0.817040910382,functional field
69,physics,physics,0.688877738609,atomic molecular and optical physics
69,theology,theology,0.979787268647,ecclesiology
69,theology,mathematics,,pneumatology
69,theology,theology,0.844839873527,divine providence
70,mathematics,theology,0.888161241252,probability
70,mathematics,theology,0.810759251383,variational calculus
70,mathematics,mathematics,0.921920953548,numerical analysis
70,physics,physics,0.960710465447,quantum field theory
70,physics,mathematics,0.0184049024018,functional field
70,physics,physics,0.450493784168,atomic molecular and optical physics
70,theology,theology,0.835313091015,ecclesiology
70,theology,mathematics,,pneumatology
70,theology,theology,0.801443081117,divine providence
71,mathematics,theology,0.884633424222,probability
71,mathematics,mathematics,0.965849265917,variational calculus
71,mathematics,mathematics,0.948010126904,numerical analysis
71,physics,physics,0.904357187191,quantum field theory
71,physics,mathematics,0.58102702524,functional field
71,physics,physics,0.782126212258,atomic molecular and optical physics
71,theology,theology,0.826156451772,ecclesiology
71,theology,mathematics,,pneumatology
71,theology,theology,0.754959224769,divine providence
72,mathematics,mathematics,,real analysis
72,mathematics,mathematics,,algebra
72,mathematics,mathematics,,differential geometry
72,physics,mathematics,,quantum mechanics
72,physics,mathematics,,path integral
72,physics,mathematics,,particle physics
72,theology,mathematics,,eschatology
72,theology,mathematics,,predestination
72,theology,mathematics,,eucharist
73,mathematics,mathematics,,real analysis
73,mathematics,mathematics,,algebra
73,mathematics,mathematics,,differential geometry
73,physics,mathematics,,quantum mechanics
73,physics,mathematics,,path integral
73,physics,mathematics,,particle physics
73,theology,mathematics,,eschatology
73,theology,mathematics,,predestination
73,theology,mathematics,,eucharist
74,mathematics,mathematics,,real analysis
74,mathematics,mathematics,,algebra
74,mathematics,mathematics,,differential geometry
74,physics,mathematics,,quantum mechanics
74,physics,mathematics,,path integral
74,physics,mathematics,,particle physics
74,theology,mathematics,,eschatology
74,theology,mathematics,,predestination
74,theology,mathematics,,eucharist
75,mathematics,mathematics,,differential equation
75,mathematics,mathematics,,calculus
75,mathematics,mathematics,,functional field
75,physics,mathematics,,quantum mechanics
75,physics,mathematics,,quantum field theory
75,physics,mathematics,,condensed matter
75,theology,mathematics,,predestination
75,theology,mathematics,,creedal confessionalism
75,theology,mathematics,,divine providence
76,mathematics,mathematics,,differential equation
76,mathematics,mathematics,,calculus
76,mathematics,mathematics,,functional field
76,physics,mathematics,,quantum mechanics
76,physics,mathematics,,quantum field theory
76,physics,mathematics,,condensed matter
76,theology,mathematics,,predestination
76,theology,mathematics,,creedal confessionalism
76,theology,mathematics,,divine providence
77,mathematics,mathematics,,differential equation
77,mathematics,mathematics,,calculus
77,mathematics,mathematics,,functional field
77,physics,mathematics,,quantum mechanics
77,physics,mathematics,,quantum field theory
77,physics,mathematics,,condensed matter
77,theology,mathematics,,predestination
77,theology,mathematics,,creedal confessionalism
77,theology,mathematics,,divine providence
78,mathematics,mathematics,,topology
78,mathematics,mathematics,,linear algebra
78,mathematics,mathematics,,statistics
78,physics,mathematics,,functional field
78,physics,mathematics,,atomic molecular and optical physics
78,physics,mathematics,,particle physics
78,theology,mathematics,,eucharist
78,theology,mathematics,,divine degree
78,theology,mathematics,,Christology
79,mathematics,mathematics,,topology
79,mathematics,mathematics,,linear algebra
79,mathematics,mathematics,,statistics
79,physics,mathematics,,functional field
79,physics,mathematics,,atomic molecular and optical physics
79,physics,mathematics,,particle physics
79,theology,mathematics,,eucharist
79,theology,mathematics,,divine degree
79,theology,mathematics,,Christology
80,mathematics,mathematics,,topology
80,mathematics,mathematics,,linear algebra
80,mathematics,mathematics,,statistics
80,physics,mathematics,,functional field
80,physics,mathematics,,atomic molecular and optical physics
80,physics,mathematics,,particle physics
80,theology,mathematics,,eucharist
80,theology,mathematics,,divine degree
80,theology,mathematics,,Christology
81,mathematics,physics,0.522158075492,complex analysis
81,mathematics,theology,0.481630547519,numerical analysis
81,mathematics,theology,0.563656030698,probability
81,physics,theology,0.907548782507,renormalization
81,physics,mathematics,0.963488578112,topological solitons
81,physics,physics,0.46401287945,spontaneous symmetry breaking
81,theology,theology,0.886821022303,Holy Trinity
81,theology,mathematics,,pneumatology
81,theology,theology,0.979898153714,soteriology
82,mathematics,physics,0.553085114892,complex analysis
82,mathematics,theology,0.788806191277,numerical analysis
82,mathematics,mathematics,0.275283000162,probability
82,physics,mathematics,0.93292187758,renormalization
82,physics,physics,0.965810007726,topological solitons
82,physics,physics,0.837041362283,spontaneous symmetry breaking
82,theology,theology,0.476079418556,Holy Trinity
82,theology,mathematics,,pneumatology
82,theology,theology,0.855977999469,soteriology
83,mathematics,mathematics,0.680825079727,complex analysis
83,mathematics,mathematics,0.838700732353,numerical analysis
83,mathematics,physics,0.852888748669,probability
83,physics,physics,0.896835498616,renormalization
83,physics,physics,0.94838493616,topological solitons
83,physics,physics,0.871919290465,spontaneous symmetry breaking
83,theology,physics,0.842448004954,Holy Trinity
83,theology,mathematics,,pneumatology
83,theology,physics,0.567345909029,soteriology
84,mathematics,mathematics,,statistical optimization
